'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for HORSHAM AERODROME Victoria for December 2011,,,,,,,,,,
Issued at 22:34 GMT on Sunday 01 January 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
HORSHAM AERODROME,01/12/2011,5.5,0.0, ,21.7,5.3,86,34,5.71,27.31
HORSHAM AERODROME,02/12/2011,6.9,0.0, ,25.9,3.9,87,26,4.56,33.45
HORSHAM AERODROME,03/12/2011,6.7,0.0, ,24.6,6.1,91,31,5.76,33.35
HORSHAM AERODROME,04/12/2011,6.5,0.0, ,22.0,6.2,83,30,7.22,32.16
HORSHAM AERODROME,05/12/2011,8.2,0.0, ,26.4,8.1,75,15,6.07,33.27
HORSHAM AERODROME,06/12/2011,7.9,0.0, ,29.1,8.9,83,18,4.47,33.16
HORSHAM AERODROME,07/12/2011,8.4,0.0, ,32.0,10.1,74,13,3.92,32.05
HORSHAM AERODROME,08/12/2011,9.5,0.0, ,33.5,10.0,78,15,5.67,29.52
HORSHAM AERODROME,09/12/2011,8.2,0.0, ,31.5,20.1,66,20,5.75,20.95
HORSHAM AERODROME,10/12/2011,6.8,0.0, ,29.4,14.5,83,32,5.32,23.80
HORSHAM AERODROME,11/12/2011,7.3,0.0, ,24.8,13.8,90,31,7.69,33.25
HORSHAM AERODROME,12/12/2011,5.3,0.0, ,21.3,6.6,86,39,6.23,25.43
HORSHAM AERODROME,13/12/2011,6.4,0.0, ,22.7,8.9,91,29,6.34,31.64
HORSHAM AERODROME,14/12/2011, ,0.0, ,25.5,3.6,80,23,4.65, 
HORSHAM AERODROME,15/12/2011,7.9,0.0, ,29.3,5.8,87,21,5.16,31.63
HORSHAM AERODROME,16/12/2011,9.9,0.0, ,33.7,12.5,80,16,5.99,32.47
HORSHAM AERODROME,17/12/2011,6.9,0.0, ,30.9,19.3,92,34,7.29,18.50
HORSHAM AERODROME,18/12/2011,6.0,29.6, ,28.3,16.6,98,46,8.36,20.89
HORSHAM AERODROME,19/12/2011,6.3,0.2, ,24.0,15.9,82,41,6.48,28.06
HORSHAM AERODROME,20/12/2011,6.2,0.0, ,25.7,8.4,94,32,4.47,28.95
HORSHAM AERODROME,21/12/2011,7.7,0.0, ,27.7,10.7,89,25,4.92,34.80
HORSHAM AERODROME,22/12/2011,7.9,0.0, ,32.1,9.9,94,17,3.23,34.23
HORSHAM AERODROME,23/12/2011,9.7,0.0, ,35.3,13.1,92,12,4.46,34.45
HORSHAM AERODROME,24/12/2011,9.2,0.0, ,37.7,13.6,86,15,3.97,29.22
HORSHAM AERODROME,25/12/2011,11.0,1.4, ,36.4,19.2,78,18,7.04,31.34
HORSHAM AERODROME,26/12/2011,7.8,0.0, ,25.9,16.2,82,28,8.26,30.30
HORSHAM AERODROME,27/12/2011,6.4,0.0, ,25.9,11.5,91,34,6.25,26.45
HORSHAM AERODROME,28/12/2011,8.8,0.0, ,30.3,7.6,89,13,5.29,33.87
HORSHAM AERODROME,29/12/2011,8.2,0.0, ,31.4,6.4,93,19,4.55,32.07
HORSHAM AERODROME,30/12/2011,8.5,0.0, ,33.0,9.7,89,15,3.93,33.43
HORSHAM AERODROME,31/12/2011,9.8,0.0, ,36.9,13.7,81,11,4.21,33.29
Totals:,,231.8,31.2, ,,,,,, 
