'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for DINNER PLAIN (MOUNT HOTHAM AIRPORT) Victoria for September 2012,,,,,,,,,,
Issued at 22:38 GMT on Monday 01 October 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
DINNER PLAIN (MOUNT HOTHAM AIRPORT),06/09/2012,2.0,9.4, ,8.7,3.1,93,64,11.72,16.60
DINNER PLAIN (MOUNT HOTHAM AIRPORT),07/09/2012,1.0,7.6, ,4.7,-0.5,99,78,8.24,11.16
DINNER PLAIN (MOUNT HOTHAM AIRPORT),08/09/2012,1.7,1.4, ,8.3,-0.5,88,67,6.14,13.26
DINNER PLAIN (MOUNT HOTHAM AIRPORT),09/09/2012,2.8,0.0, ,14.4,0.4,86,23,2.61,17.85
DINNER PLAIN (MOUNT HOTHAM AIRPORT),10/09/2012,3.1,0.0, ,15.0,-1.9,98,19,3.30,17.60
DINNER PLAIN (MOUNT HOTHAM AIRPORT),11/09/2012,2.3,0.0, ,13.9,-2.7,99,39,1.91,18.13
DINNER PLAIN (MOUNT HOTHAM AIRPORT),12/09/2012,3.4,0.0, ,13.8,-1.6,97,20,5.02,18.46
DINNER PLAIN (MOUNT HOTHAM AIRPORT),13/09/2012,1.5,15.8, ,5.7,1.2,99,59,4.23,12.98
DINNER PLAIN (MOUNT HOTHAM AIRPORT),14/09/2012,2.1,2.0, ,9.2,-2.6,83,57,3.38,18.80
DINNER PLAIN (MOUNT HOTHAM AIRPORT),15/09/2012,2.3,0.0, ,13.7,-2.8,99,42,1.73,18.99
DINNER PLAIN (MOUNT HOTHAM AIRPORT),16/09/2012,2.3,0.0, ,12.2,-1.8,94,29,2.32,14.76
DINNER PLAIN (MOUNT HOTHAM AIRPORT),17/09/2012,1.2,0.0, ,9.5,3.0,99,71,1.67,6.73
DINNER PLAIN (MOUNT HOTHAM AIRPORT),18/09/2012,1.8,0.0, ,12.4,-0.8,99,52,1.80,12.32
DINNER PLAIN (MOUNT HOTHAM AIRPORT),19/09/2012,1.9,2.2, ,13.7,-0.3,99,50,1.59,12.00
DINNER PLAIN (MOUNT HOTHAM AIRPORT),20/09/2012,2.2,1.0, ,15.5,1.0,99,50,2.28,12.78
DINNER PLAIN (MOUNT HOTHAM AIRPORT),21/09/2012,2.5,0.0, ,12.3,6.7,87,53,4.84,14.80
DINNER PLAIN (MOUNT HOTHAM AIRPORT),22/09/2012,2.8,0.4, ,14.9,-0.3,94,41,2.48,19.58
DINNER PLAIN (MOUNT HOTHAM AIRPORT),23/09/2012,3.4,0.0, ,14.0,0.6,83,37,6.00,18.58
DINNER PLAIN (MOUNT HOTHAM AIRPORT),24/09/2012,2.4,0.0, ,8.6,-0.8,89,44,3.40,18.92
DINNER PLAIN (MOUNT HOTHAM AIRPORT),25/09/2012,2.5,0.0, ,12.9,-5.3,94,42,1.75,20.39
DINNER PLAIN (MOUNT HOTHAM AIRPORT),26/09/2012,3.9,0.0, ,16.4,-1.9,87,20,4.21,20.82
DINNER PLAIN (MOUNT HOTHAM AIRPORT),27/09/2012,5.5,0.0, ,18.8,8.6,59,24,7.44,20.45
DINNER PLAIN (MOUNT HOTHAM AIRPORT),28/09/2012,2.1,12.0, ,12.7,10.4,94,55,9.04,3.56
DINNER PLAIN (MOUNT HOTHAM AIRPORT),29/09/2012,1.9,31.4, ,4.8,-1.6,95,56,8.36,19.18
DINNER PLAIN (MOUNT HOTHAM AIRPORT),30/09/2012,2.2,2.4, ,8.5,-1.7,93,52,3.84,17.53
Totals:,,60.8,85.6, ,,,,,, 
