FID,FireName,FireNo,Label,StartDate,EndDate,AreaHa,PerimeterM,Verdate,Type,Season,ID,Year,Year_Con,Shape__Area,Shape__Length
117, , ,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,213.17987588,7100.69709418,26/03/2020,Prescribed Burn,1984-85,132,1984,1984/01/01 00:00:00+00,2130741.40625,7098.94083420432
118, , ,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,177.23967671,5542.33047734,26/03/2020,Prescribed Burn,1984-85,133,1984,1984/01/01 00:00:00+00,1771563.94140625,5541.02921443084
119, , ,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,228.48425505,11317.1098904,26/03/2020,Prescribed Burn,1984-85,134,1984,1984/01/01 00:00:00+00,2281897.44140625,11309.8069829927
120, , ,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,92.35389865,7382.11474583,26/03/2020,Prescribed Burn,1984-85,135,1984,1984/01/01 00:00:00+00,922333.31640625,7377.29550114078
121, , ,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,4.61573572,1386.95378308,26/03/2020,Prescribed Burn,1984-85,136,1984,1984/01/01 00:00:00+00,46097.43359375,1386.0533744876
122, , ,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,2.01253928,707.82603817,26/03/2020,Prescribed Burn,1984-85,137,1984,1984/01/01 00:00:00+00,20099.3515625,707.36795901026
123, , ,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0.72470313,453.13725534,26/03/2020,Prescribed Burn,1984-85,138,1984,1984/01/01 00:00:00+00,7237.66015625,452.844189938706
124, , ,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0.71855022,415.21268576,26/03/2020,Prescribed Burn,1984-85,139,1984,1984/01/01 00:00:00+00,7176.22265625,414.944657192788
125, , ,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,6.75162602,2049.23762772,26/03/2020,Prescribed Burn,1984-85,140,1984,1984/01/01 00:00:00+00,67429.30078125,2047.91729324576
126, , ,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,310.96141415,7115.40173913,26/03/2020,Prescribed Burn,1984-85,141,1984,1984/01/01 00:00:00+00,3112211.0625,7118.37058079471
127, , ,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,34.71326023,2317.18583839,26/03/2020,Prescribed Burn,1984-85,142,1984,1984/01/01 00:00:00+00,347424.03515625,2318.1582678231
128, , ,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,73.07378802,9133.89284511,26/03/2020,Prescribed Burn,1984-85,143,1984,1984/01/01 00:00:00+00,730155.33984375,9130.25777318035
129, , ,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,178.04050838,9501.36947634,26/03/2020,Prescribed Burn,1984-85,144,1984,1984/01/01 00:00:00+00,1783565.15234375,9509.80822680863
130, ,84/161,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,54.34910436,9435.3541256,26/03/2020,Prescribed Burn,1984-85,145,1984,1984/01/01 00:00:00+00,542531.0546875,9427.01714753276
131, ,84/160,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,71.67001456,4021.8983786,26/03/2020,Prescribed Burn,1984-85,146,1984,1984/01/01 00:00:00+00,715470.26171875,4018.44609679021
132, ,84/162,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,13.19857898,3127.83112647,26/03/2020,Prescribed Burn,1984-85,147,1984,1984/01/01 00:00:00+00,131759.921875,3125.15451543807
133, ,84/163,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,231.44051758,30968.8492213,26/03/2020,Prescribed Burn,1984-85,148,1984,1984/01/01 00:00:00+00,2310864.89453125,30945.1555676357
134, ,84/163,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,620.14442267,69994.4596477,26/03/2020,Prescribed Burn,1984-85,149,1984,1984/01/01 00:00:00+00,6191798.09375,69939.9793830039
135, ,84/165,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,2.94690831,665.13993987,26/03/2020,Prescribed Burn,1984-85,150,1984,1984/01/01 00:00:00+00,29426.05078125,664.654064907978
136, ,84/164,1984-85 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,60.84886783,5904.67598804,26/03/2020,Prescribed Burn,1984-85,151,1984,1984/01/01 00:00:00+00,607598.75,5900.35747094476
137, , ,1984-85 Prescribed Burn,1985/01/01 00:00:00+00,1970/01/01 00:00:00+00,2.08074269,3040.0123502,26/03/2020,Prescribed Burn,1984-85,152,1984,1984/01/01 00:00:00+00,20844.41015625,3042.71171342451
138, , ,1984-85 Prescribed Burn,1985/01/01 00:00:00+00,1970/01/01 00:00:00+00,0.02855856,67.61216686,26/03/2020,Prescribed Burn,1984-85,153,1984,1984/01/01 00:00:00+00,286.07421875,67.671072489829
139, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,57.70521093,3683.78837649,26/03/2020,Prescribed Burn,1984-85,154,1984,1984/01/01 00:00:00+00,576138.37890625,3680.87011826547
140, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,76.73095715,3871.32012437,26/03/2020,Prescribed Burn,1984-85,155,1984,1984/01/01 00:00:00+00,766098.09375,3868.26247530053
141, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,256.40426437,7411.38486723,26/03/2020,Prescribed Burn,1984-85,156,1984,1984/01/01 00:00:00+00,2560060.25,7405.62674051609
142, ,0,1984-85 Prescribed Burn,1985/03/01 00:00:00+00,1970/01/01 00:00:00+00,89.13643994,3820.50835453,26/03/2020,Prescribed Burn,1984-85,157,1984,1984/01/01 00:00:00+00,889970.8046875,3817.52035192793
143, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,102.5980187,4440.23713116,26/03/2020,Prescribed Burn,1984-85,158,1984,1984/01/01 00:00:00+00,1024361.81640625,4436.7339679347
144, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,54.52514338,3045.81689265,26/03/2020,Prescribed Burn,1984-85,159,1984,1984/01/01 00:00:00+00,544348.31640625,3043.29326046491
145, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,31.43366749,2830.51083406,26/03/2020,Prescribed Burn,1984-85,160,1984,1984/01/01 00:00:00+00,313821.93359375,2828.19231494276
146, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,63.47707803,3448.15850798,26/03/2020,Prescribed Burn,1984-85,161,1984,1984/01/01 00:00:00+00,633728.95703125,3445.32777001283
147, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,34.38766977,2785.10645927,26/03/2020,Prescribed Burn,1984-85,162,1984,1984/01/01 00:00:00+00,343312.11328125,2782.81911903659
148, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,121.02581911,4497.51779282,26/03/2020,Prescribed Burn,1984-85,163,1984,1984/01/01 00:00:00+00,1208270.03125,4493.82202474156
149, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,91.77329871,3957.55992499,26/03/2020,Prescribed Burn,1984-85,164,1984,1984/01/01 00:00:00+00,916240.16015625,3954.33968398799
150, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,157.55240574,5632.55641166,26/03/2020,Prescribed Burn,1984-85,165,1984,1984/01/01 00:00:00+00,1572969.734375,5627.98815826363
151, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,98.76110838,3879.3246292,26/03/2020,Prescribed Burn,1984-85,166,1984,1984/01/01 00:00:00+00,986006.02734375,3876.17110468971
152, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,83.71460766,4033.95994191,26/03/2020,Prescribed Burn,1984-85,167,1984,1984/01/01 00:00:00+00,835789.796875,4030.69075286815
153, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,174.49407032,5727.58230669,26/03/2020,Prescribed Burn,1984-85,168,1984,1984/01/01 00:00:00+00,1742121.25390625,5722.9525796927
154, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,89.47793099,4248.71577873,26/03/2020,Prescribed Burn,1984-85,169,1984,1984/01/01 00:00:00+00,893349.34375,4245.31971536273
155, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,134.08852924,5426.70450681,26/03/2020,Prescribed Burn,1984-85,170,1984,1984/01/01 00:00:00+00,1338740.75390625,5422.36350067771
156, ,0,1984-85 Prescribed Burn,1985/03/01 00:00:00+00,1970/01/01 00:00:00+00,183.58981651,6176.3223712,26/03/2020,Prescribed Burn,1984-85,171,1984,1984/01/01 00:00:00+00,1832910.09375,6171.29393181932
157, ,0,1984-85 Prescribed Burn,1985/03/01 00:00:00+00,1970/01/01 00:00:00+00,136.3070364,5251.13662889,26/03/2020,Prescribed Burn,1984-85,172,1984,1984/01/01 00:00:00+00,1360803.52734375,5246.76781932015
158, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,242.59850603,5793.89679889,26/03/2020,Prescribed Burn,1984-85,173,1984,1984/01/01 00:00:00+00,2421945.59765625,5789.07118718643
159, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,70.4646449,3690.17421179,26/03/2020,Prescribed Burn,1984-85,174,1984,1984/01/01 00:00:00+00,703462.0625,3687.07164639232
160, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,87.59674801,3631.84064146,26/03/2020,Prescribed Burn,1984-85,175,1984,1984/01/01 00:00:00+00,874460.01953125,3628.71439645697
161, ,0,1984-85 Prescribed Burn,1984/07/01 00:00:00+00,1970/01/01 00:00:00+00,231.97499395,9041.30681592,26/03/2020,Prescribed Burn,1984-85,176,1984,1984/01/01 00:00:00+00,2315744.72265625,9033.49796368302
162, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,55.93937602,2838.53014968,26/03/2020,Prescribed Burn,1985-86,177,1985,1985/01/01 00:00:00+00,559375.5859375,2838.48398520979
163, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1454.54650702,28956.6259557,26/03/2020,Prescribed Burn,1985-86,178,1985,1985/01/01 00:00:00+00,14543149.5664063,28954.2899707924
164, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1753.99540235,26146.782041,26/03/2020,Prescribed Burn,1985-86,179,1985,1985/01/01 00:00:00+00,17539843.3398438,26146.7915840204
165, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,75.6417939,4088.13638856,26/03/2020,Prescribed Burn,1985-86,180,1985,1985/01/01 00:00:00+00,756100.8203125,4087.28070399739
166, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,138.31157952,6707.49892759,26/03/2020,Prescribed Burn,1985-86,181,1985,1985/01/01 00:00:00+00,1383332.58984375,6708.02393465138
167, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,517.36053747,11506.9242276,26/03/2020,Prescribed Burn,1985-86,182,1985,1985/01/01 00:00:00+00,5174474.3984375,11507.8882640273
168, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,999.83723452,22130.1928079,26/03/2020,Prescribed Burn,1985-86,183,1985,1985/01/01 00:00:00+00,9994438.65234375,22125.8059449678
169, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,194.34019768,6175.33413514,26/03/2020,Prescribed Burn,1985-86,184,1985,1985/01/01 00:00:00+00,1942869.4453125,6174.48781638047
170, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,7.78619685,1261.52395248,26/03/2020,Prescribed Burn,1985-86,185,1985,1985/01/01 00:00:00+00,77765.7421875,1260.74401746576
171, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,150.52864637,16986.9734924,26/03/2020,Prescribed Burn,1985-86,186,1985,1985/01/01 00:00:00+00,1503521.03125,16976.9704601098
172, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,25.58904373,2747.74932554,26/03/2020,Prescribed Burn,1985-86,187,1985,1985/01/01 00:00:00+00,255591.2578125,2746.14251864215
173, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,70.61056238,7774.87118246,26/03/2020,Prescribed Burn,1985-86,188,1985,1985/01/01 00:00:00+00,705319.4453125,7770.53338350929
174, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,18.19399916,4386.08355717,26/03/2020,Prescribed Burn,1985-86,189,1985,1985/01/01 00:00:00+00,181809.734375,4384.514669915
175, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,12.83503687,3374.3088263,26/03/2020,Prescribed Burn,1985-86,190,1985,1985/01/01 00:00:00+00,128303.84765625,3373.6944024966
176, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,4.93706464,1721.20870965,26/03/2020,Prescribed Burn,1985-86,191,1985,1985/01/01 00:00:00+00,49352.89453125,1720.89923450765
177, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,697.4303082,13730.8708386,26/03/2020,Prescribed Burn,1985-86,192,1985,1985/01/01 00:00:00+00,6984911.46875,13741.3244587797
178, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,475.3056462,9843.23320577,26/03/2020,Prescribed Burn,1985-86,193,1985,1985/01/01 00:00:00+00,4759661.33984375,9850.08420569959
179, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,2071.78753617,24250.6802208,26/03/2020,Prescribed Burn,1985-86,194,1985,1985/01/01 00:00:00+00,20748708.9375,24268.6551076785
180, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,220.29460394,8712.51242483,26/03/2020,Prescribed Burn,1985-86,195,1985,1985/01/01 00:00:00+00,2205997.87109375,8718.55142072551
181, , ,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,8.35011137,1507.1669526,26/03/2020,Prescribed Burn,1985-86,196,1985,1985/01/01 00:00:00+00,83633.76953125,1508.36361743312
182, ,HR #85/160,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,50.84502358,4015.94686433,26/03/2020,Prescribed Burn,1985-86,197,1985,1985/01/01 00:00:00+00,507822.5859375,4013.46875830543
183, ,HR #85/163,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,2.10957239,712.25588946,26/03/2020,Prescribed Burn,1985-86,198,1985,1985/01/01 00:00:00+00,21069.60546875,711.814727841665
184, ,HR #85/160,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,2.83233427,992.62741187,26/03/2020,Prescribed Burn,1985-86,199,1985,1985/01/01 00:00:00+00,28288.0859375,992.009628973265
185, ,HR #85/162,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1.82155814,638.25117562,26/03/2020,Prescribed Burn,1985-86,200,1985,1985/01/01 00:00:00+00,18192.8828125,637.85330200477
186, ,HR #85/162,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,12.28340765,2032.89769695,26/03/2020,Prescribed Burn,1985-86,201,1985,1985/01/01 00:00:00+00,122680.6953125,2031.62847439408
187, ,HR #85/160,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,17.58139522,1843.66744133,26/03/2020,Prescribed Burn,1985-86,202,1985,1985/01/01 00:00:00+00,175594.73046875,1842.51736293068
188, ,HR #85/160,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,4.6378075,893.76693158,26/03/2020,Prescribed Burn,1985-86,203,1985,1985/01/01 00:00:00+00,46320.0234375,893.207399235572
189, ,HR #85/164,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,2.80661686,885.42938927,26/03/2020,Prescribed Burn,1985-86,204,1985,1985/01/01 00:00:00+00,28015.44140625,884.629043811802
190, ,HR #85/181,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,15.75965753,2585.12384482,26/03/2020,Prescribed Burn,1985-86,205,1985,1985/01/01 00:00:00+00,157319.9921875,2582.853626064
191, ,HR #85/166,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,23.31415052,4837.29803784,26/03/2020,Prescribed Burn,1985-86,206,1985,1985/01/01 00:00:00+00,232739.95703125,4833.13049682408
192, ,HR #85/167,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,3.32059028,1306.04431851,26/03/2020,Prescribed Burn,1985-86,207,1985,1985/01/01 00:00:00+00,33147.84375,1304.90193211398
193, ,Unclassified,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,3.18409663,1027.15317248,26/03/2020,Prescribed Burn,1985-86,208,1985,1985/01/01 00:00:00+00,31785.51953125,1026.25849409279
194, ,HR #85/167,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9.289331,2615.58758822,26/03/2020,Prescribed Burn,1985-86,209,1985,1985/01/01 00:00:00+00,92730.6171875,2613.29627077416
195, ,HR #85/180,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0.83121309,699.62091869,26/03/2020,Prescribed Burn,1985-86,210,1985,1985/01/01 00:00:00+00,8297.83203125,699.019188658325
196, ,HR #85/165,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,13.9230249,1566.51623217,26/03/2020,Prescribed Burn,1985-86,211,1985,1985/01/01 00:00:00+00,138997.8515625,1565.20827514408
197, ,HR #85/165,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,58.35314184,3704.40731605,26/03/2020,Prescribed Burn,1985-86,212,1985,1985/01/01 00:00:00+00,582547.93359375,3701.28408814666
198, ,HR #85/165,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,31.79234517,4411.21912525,26/03/2020,Prescribed Burn,1985-86,213,1985,1985/01/01 00:00:00+00,317384.62890625,4407.47945417409
199, ,HR #85/161,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,52.02725705,4333.48430932,26/03/2020,Prescribed Burn,1985-86,214,1985,1985/01/01 00:00:00+00,519377.85546875,4329.75567418649
200, ,HR #85/168,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,61.33362591,6318.79412775,26/03/2020,Prescribed Burn,1985-86,215,1985,1985/01/01 00:00:00+00,612290.26953125,6313.40499810219
201, ,HR #85/179,1985-86 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,55.01620938,9038.56512452,26/03/2020,Prescribed Burn,1985-86,216,1985,1985/01/01 00:00:00+00,549225.6640625,9030.86474462496
202, ,0,1985-86 Prescribed Burn,1985/07/01 00:00:00+00,1970/01/01 00:00:00+00,295.8959485,17946.0505234,26/03/2020,Prescribed Burn,1985-86,218,1985,1985/01/01 00:00:00+00,2954292.26953125,17931.9041425789
203, ,0,1985-86 Prescribed Burn,1986/03/01 00:00:00+00,1970/01/01 00:00:00+00,476.98615507,13557.7005899,26/03/2020,Prescribed Burn,1985-86,219,1985,1985/01/01 00:00:00+00,4762365.1796875,13547.0424368134
204, ,0,1985-86 Prescribed Burn,1985/07/01 00:00:00+00,1970/01/01 00:00:00+00,81.60995795,5721.3871252,26/03/2020,Prescribed Burn,1985-86,220,1985,1985/01/01 00:00:00+00,814810.9296875,5716.8690167863
205, ,0,1985-86 Prescribed Burn,1985/07/01 00:00:00+00,1970/01/01 00:00:00+00,716.4352187,42382.036502,26/03/2020,Prescribed Burn,1985-86,221,1985,1985/01/01 00:00:00+00,7152825.59765625,42347.9384659282
206, ,0,1985-86 Prescribed Burn,1986/03/01 00:00:00+00,1970/01/01 00:00:00+00,1778.05507004,49484.4037329,26/03/2020,Prescribed Burn,1985-86,222,1985,1985/01/01 00:00:00+00,17752656.2070313,49445.4877293903
207, ,0,1985-86 Prescribed Burn,1986/03/01 00:00:00+00,1970/01/01 00:00:00+00,25.10116551,3274.92921249,26/03/2020,Prescribed Burn,1985-86,223,1985,1985/01/01 00:00:00+00,250599.99609375,3272.24257666103
208, ,0,1985-86 Prescribed Burn,1986/03/01 00:00:00+00,1970/01/01 00:00:00+00,119.70885843,5110.1078391,26/03/2020,Prescribed Burn,1985-86,224,1985,1985/01/01 00:00:00+00,1195143.53515625,5105.95470823638
209, ,0,1985-86 Prescribed Burn,1985/07/01 00:00:00+00,1970/01/01 00:00:00+00,73.31340747,5367.48788079,26/03/2020,Prescribed Burn,1985-86,225,1985,1985/01/01 00:00:00+00,731922.69921875,5363.05423064062
210, ,0,1985-86 Prescribed Burn,1986/03/01 00:00:00+00,1970/01/01 00:00:00+00,636.40733244,11539.5915935,26/03/2020,Prescribed Burn,1985-86,226,1985,1985/01/01 00:00:00+00,6353565.71484375,11530.0693833503
211, ,0,1985-86 Prescribed Burn,1986/03/01 00:00:00+00,1970/01/01 00:00:00+00,153.21760743,5732.30512526,26/03/2020,Prescribed Burn,1985-86,227,1985,1985/01/01 00:00:00+00,1529732.7421875,5727.73336752604
212, ,0,1985-86 Prescribed Burn,1985/07/01 00:00:00+00,1970/01/01 00:00:00+00,84.32595054,6640.21646677,26/03/2020,Prescribed Burn,1985-86,228,1985,1985/01/01 00:00:00+00,841908.44921875,6634.89692149235
213, ,0,1985-86 Prescribed Burn,1985/07/01 00:00:00+00,1970/01/01 00:00:00+00,39.57070411,4751.88047951,26/03/2020,Prescribed Burn,1985-86,229,1985,1985/01/01 00:00:00+00,395069.9921875,4748.05315723574
214, ,0,1985-86 Prescribed Burn,1986/03/01 00:00:00+00,1970/01/01 00:00:00+00,95.29074118,4923.08606724,26/03/2020,Prescribed Burn,1985-86,230,1985,1985/01/01 00:00:00+00,951338.296875,4919.03197393668
215, ,0,1985-86 Prescribed Burn,1986/03/01 00:00:00+00,1970/01/01 00:00:00+00,522.82513331,10110.8374618,26/03/2020,Prescribed Burn,1985-86,231,1985,1985/01/01 00:00:00+00,5219697.21484375,10102.5650368042
216, ,0,1985-86 Prescribed Burn,1986/03/01 00:00:00+00,1970/01/01 00:00:00+00,86.06441274,3663.9686058,26/03/2020,Prescribed Burn,1985-86,232,1985,1985/01/01 00:00:00+00,859218.95703125,3660.93379076359
217, ,0,1985-86 Prescribed Burn,1985/07/01 00:00:00+00,1970/01/01 00:00:00+00,192.57945907,8449.64118948,26/03/2020,Prescribed Burn,1985-86,233,1985,1985/01/01 00:00:00+00,1922593.8359375,8442.61701037761
218, ,0,1985-86 Prescribed Burn,1985/07/01 00:00:00+00,1970/01/01 00:00:00+00,692.492371,22476.5998904,26/03/2020,Prescribed Burn,1985-86,234,1985,1985/01/01 00:00:00+00,6913608.20703125,22458.2294503742
219, ,0,1985-86 Prescribed Burn,1986/03/01 00:00:00+00,1970/01/01 00:00:00+00,713.70669405,17284.0583434,26/03/2020,Prescribed Burn,1985-86,235,1985,1985/01/01 00:00:00+00,7125395.27734375,17269.9063442543
220, ,0,1985-86 Prescribed Burn,1986/03/01 00:00:00+00,1970/01/01 00:00:00+00,44.49602232,3769.70786258,26/03/2020,Prescribed Burn,1985-86,236,1985,1985/01/01 00:00:00+00,444244.11328125,3766.67311808166
221, ,0,1985-86 Prescribed Burn,1986/03/01 00:00:00+00,1970/01/01 00:00:00+00,32.25133626,3501.6508049,26/03/2020,Prescribed Burn,1985-86,237,1985,1985/01/01 00:00:00+00,321978.9921875,3498.7484952783
