'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for ESSENDON AIRPORT Victoria for May 2012,,,,,,,,,,
Issued at 22:38 GMT on Friday 01 June 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
ESSENDON AIRPORT,01/05/2012,3.5,0.0, ,22.5,8.5,75,48,6.23,8.70
ESSENDON AIRPORT,02/05/2012,1.6,12.8, ,12.9,10.5,97,60,5.80,4.38
ESSENDON AIRPORT,03/05/2012,1.3,1.0, ,12.8,6.3,91,74,5.63,4.80
ESSENDON AIRPORT,04/05/2012,2.2,2.6, ,16.7,9.8,84,56,5.41,7.67
ESSENDON AIRPORT,05/05/2012,1.1,0.0, ,13.3,7.4,95,72,3.26,5.48
ESSENDON AIRPORT,06/05/2012,1.7,1.6, ,15.6,8.9,89,54,3.37,7.57
ESSENDON AIRPORT,07/05/2012,2.1,0.0, ,14.9,9.3,76,66,7.14,5.20
ESSENDON AIRPORT,08/05/2012,3.7,0.0, ,19.8,11.5,71,51,9.06,10.53
ESSENDON AIRPORT,09/05/2012,3.7,0.0, ,21.3,13.8,81,45,7.87,9.10
ESSENDON AIRPORT,10/05/2012,2.1,0.0, ,19.6,7.3,88,34,2.56,10.26
ESSENDON AIRPORT,11/05/2012,2.4,1.0, ,17.0,9.4,90,47,5.56,8.72
ESSENDON AIRPORT,12/05/2012,2.6,0.0, ,15.5,7.1,83,45,6.68,8.14
ESSENDON AIRPORT,13/05/2012,1.4,0.2, ,13.2,9.1,92,72,7.21,5.45
ESSENDON AIRPORT,14/05/2012,1.3,6.0, ,15.8,6.8,96,74,4.98,7.18
ESSENDON AIRPORT,15/05/2012,1.6,2.4, ,16.6,8.9,95,66,4.79,7.44
ESSENDON AIRPORT,16/05/2012,1.3,2.4, ,16.1,10.7,99,55,2.20,5.99
ESSENDON AIRPORT,17/05/2012,1.8,0.0, ,18.0,8.0,90,45,2.81,9.40
ESSENDON AIRPORT,18/05/2012,2.5,0.0, ,17.2,8.8,77,54,6.14,5.65
ESSENDON AIRPORT,19/05/2012,1.4,0.4, ,14.4,10.5,97,57,3.46,3.34
ESSENDON AIRPORT,20/05/2012,1.3,1.0, ,15.2,4.8,88,50,2.10,7.10
ESSENDON AIRPORT,21/05/2012,2.2,0.0, ,16.2,3.7,88,48,5.16,8.69
ESSENDON AIRPORT,22/05/2012,3.1,0.0, ,17.8,9.0,69,49,7.60,5.91
ESSENDON AIRPORT,23/05/2012,4.3,0.0, ,20.3,10.1,69,32,8.07,8.50
ESSENDON AIRPORT,24/05/2012,1.7,0.0, ,14.6,7.5,93,46,3.60,5.12
ESSENDON AIRPORT,25/05/2012,1.2,2.8, ,10.8,8.4,97,68,7.04,2.00
ESSENDON AIRPORT,26/05/2012,1.5,32.6, ,16.0,7.6,97,64,5.29,5.48
ESSENDON AIRPORT,27/05/2012,1.5,4.0, ,14.5,8.8,94,63,5.12,4.76
ESSENDON AIRPORT,28/05/2012,1.2,0.0, ,14.3,8.3,92,68,3.66,5.05
ESSENDON AIRPORT,29/05/2012,0.9,0.0, ,13.4,9.0,91,68,2.01,3.95
ESSENDON AIRPORT,30/05/2012,0.7,0.0, ,14.2,6.5,99,80,2.23,3.63
ESSENDON AIRPORT,31/05/2012,1.5,0.0, ,16.8,3.8,99,57,3.55,8.19
Totals:,,60.4,70.8, ,,,,,, 
