'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for ORBOST Victoria for December 2012,,,,,,,,,,
Issued at 22:37 GMT on Tuesday 01 January 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
ORBOST,01/12/2012,5.0,0.0, ,31.1,20.8,96,51,2.23,21.30
ORBOST,02/12/2012,3.7,3.2, ,19.4,14.1,96,64,1.69,21.98
ORBOST,03/12/2012,4.1,0.6, ,20.7,13.2,94,54,1.25,24.89
ORBOST,04/12/2012,5.1,1.6, ,18.4,10.8,91,39,5.56,30.56
ORBOST,05/12/2012,4.8,1.6, ,18.5,9.2,90,44,6.85,26.89
ORBOST,06/12/2012,4.2,2.6, ,19.2,9.2,94,52,2.90,26.49
ORBOST,07/12/2012,5.0,0.0, ,25.7,7.5,98,51,1.33,30.72
ORBOST,08/12/2012,7.6,0.0, ,33.7,14.4,71,23,2.55,32.79
ORBOST,09/12/2012,4.6,0.8, ,19.6,12.3,93,52,2.78,28.30
ORBOST,10/12/2012,5.2,0.4, ,22.5,6.6,95,48,2.73,33.13
ORBOST,11/12/2012,5.9,0.0, ,24.1,10.6,79,45,3.06,33.80
ORBOST,12/12/2012,6.3,0.0, ,29.9,11.6,89,32,1.51,33.86
ORBOST,13/12/2012,7.1,0.0, ,35.6,16.9,81,21,1.96,30.42
ORBOST,14/12/2012,4.2,1.2, ,25.5,17.8,97,62,1.02,22.10
ORBOST,15/12/2012,3.6,3.0, ,27.2,18.2,97,58,1.56,16.16
ORBOST,16/12/2012,4.0,6.0, ,24.7,14.8,96,55,1.77,20.87
ORBOST,17/12/2012,4.7,2.4, ,18.5,11.5,83,52,1.83,30.16
ORBOST,18/12/2012,5.7,0.0, ,25.3,10.5,91,50,1.92,34.05
ORBOST,19/12/2012,6.8,0.0, ,34.0,11.5,89,27,1.96,31.48
ORBOST,20/12/2012,5.3,9.0, ,23.0,13.9,95,51,3.57,29.82
ORBOST,21/12/2012,5.1,0.0, ,20.2,14.1,93,57,1.94,32.30
ORBOST,22/12/2012,5.1,0.0, ,25.3,11.1,96,69,1.64,31.30
ORBOST,23/12/2012,6.3,0.0, ,34.5,13.3,98,31,1.70,28.97
ORBOST,24/12/2012,6.2,0.2, ,33.8,22.1,93,32,4.12,18.24
ORBOST,25/12/2012,4.5,10.0, ,19.8,11.8,90,55,2.75,27.77
ORBOST,26/12/2012,5.2,0.2, ,22.9,10.4,96,47,2.48,31.44
ORBOST,27/12/2012,6.4,0.0, ,29.3,12.3,79,31,2.00,32.42
ORBOST,28/12/2012,5.3,0.0, ,22.0,13.7,82,51,3.92,29.69
ORBOST,29/12/2012,5.3,0.0, ,22.8,11.5,90,49,3.98,29.52
ORBOST,30/12/2012,5.4,0.0, ,21.1,11.0,94,48,2.21,34.17
ORBOST,31/12/2012,5.1,0.0, ,21.6,8.4,97,59,1.60,34.17
Totals:,,162.8,42.8, ,,,,,, 
