'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CAPE OTWAY LIGHTHOUSE Victoria for June 2021,,,,,,,,,,
Issued at 22:31 GMT on Thursday 01 July 2021,,,,,,,,,,
© Copyright Commonwealth of Australia 2021 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CAPE OTWAY LIGHTHOUSE,01/06/2021,2.7,0.0, ,15.2,9.3,61,41,5.40,6.51
CAPE OTWAY LIGHTHOUSE,02/06/2021,2.5,0.0, ,18.2,11.8,60,46,4.09,8.20
CAPE OTWAY LIGHTHOUSE,03/06/2021,1.6,0.0, ,15.6,11.6,90,62,5.19,7.93
CAPE OTWAY LIGHTHOUSE,04/06/2021,2.1,9.4, ,12.1,9.9,94,48,9.08,6.46
CAPE OTWAY LIGHTHOUSE,05/06/2021,1.8,0.0, ,13.7,7.1,93,61,8.17,5.92
CAPE OTWAY LIGHTHOUSE,06/06/2021,1.7,4.2, ,16.3,9.4,90,64,5.92,6.04
CAPE OTWAY LIGHTHOUSE,07/06/2021,2.4,0.4, ,17.8,13.5,93,53,8.50,7.50
CAPE OTWAY LIGHTHOUSE,08/06/2021,1.3,15.8, ,13.0,8.5,94,71,7.37,3.05
CAPE OTWAY LIGHTHOUSE,09/06/2021,1.2,33.2, ,13.5,7.5,94,75,7.31,4.44
CAPE OTWAY LIGHTHOUSE,10/06/2021,1.5,0.8, ,14.9,12.0,89,70,6.24,4.60
CAPE OTWAY LIGHTHOUSE,11/06/2021,1.0,1.0, ,15.9,12.2,90,80,4.36,6.92
CAPE OTWAY LIGHTHOUSE,12/06/2021,1.3,0.0, ,14.4,12.2,95,72,7.32,7.17
CAPE OTWAY LIGHTHOUSE,13/06/2021,0.8,2.6, ,13.7,11.7,96,80,4.04,6.01
CAPE OTWAY LIGHTHOUSE,14/06/2021,1.3,0.0, ,15.7,9.4,94,58,3.16,6.01
CAPE OTWAY LIGHTHOUSE,15/06/2021,1.1,0.2, ,14.5,9.4,91,64,3.20,6.01
CAPE OTWAY LIGHTHOUSE,16/06/2021,1.3,3.6, ,14.7,10.4,91,67,4.30,5.43
CAPE OTWAY LIGHTHOUSE,17/06/2021,1.0,0.0, ,13.6,6.9,91,70,3.78,8.68
CAPE OTWAY LIGHTHOUSE,18/06/2021,1.0,0.8, ,14.3,7.4,92,75,4.14,5.02
CAPE OTWAY LIGHTHOUSE,19/06/2021,1.1,1.2, ,13.2,11.8,92,67,3.42,6.92
CAPE OTWAY LIGHTHOUSE,20/06/2021,1.1,1.0, ,12.2,11.0,90,66,3.14,4.35
CAPE OTWAY LIGHTHOUSE,21/06/2021,0.9,0.2, ,12.6,6.2,94,68,3.29,8.49
CAPE OTWAY LIGHTHOUSE,22/06/2021,1.4,0.0, ,13.8,6.5,85,63,4.48,6.08
CAPE OTWAY LIGHTHOUSE,23/06/2021,1.9,0.0, ,14.2,10.2,78,63,6.20,5.49
CAPE OTWAY LIGHTHOUSE,24/06/2021,1.0,0.0, ,12.8,9.4,94,66,3.27,4.84
CAPE OTWAY LIGHTHOUSE,25/06/2021,1.2,7.0, ,14.2,9.2,95,68,4.83,6.69
CAPE OTWAY LIGHTHOUSE,26/06/2021,1.6,3.8, ,13.4,9.2,91,64,7.77,6.90
CAPE OTWAY LIGHTHOUSE,27/06/2021,1.4,3.8, ,13.4,9.2,93,65,6.03,5.74
CAPE OTWAY LIGHTHOUSE,28/06/2021,1.2,0.0, ,13.2,6.2,86,65,3.91,8.55
CAPE OTWAY LIGHTHOUSE,29/06/2021,1.2,0.0, ,14.4,4.9,88,59,3.24,8.86
CAPE OTWAY LIGHTHOUSE,30/06/2021,2.1,0.0, ,16.8,8.5,77,57,5.66,8.79
Totals:,,43.7,89, ,,,,,, 
