'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CAPE OTWAY LIGHTHOUSE Victoria for July 2017,,,,,,,,,,
Issued at 22:31 GMT on Tuesday 01 August 2017,,,,,,,,,,
© Copyright Commonwealth of Australia 2017 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CAPE OTWAY LIGHTHOUSE,01/07/2017,1.6,0.0, ,13.0,4.6,77,50,3.90,8.93
CAPE OTWAY LIGHTHOUSE,02/07/2017,2.3,0.0, ,13.8,4.1,66,40,5.12,8.97
CAPE OTWAY LIGHTHOUSE,03/07/2017,2.1,0.0, ,13.9,4.5,87,43,5.48,3.50
CAPE OTWAY LIGHTHOUSE,04/07/2017,1.3,7.2, ,13.0,7.9,89,71,6.52,6.01
CAPE OTWAY LIGHTHOUSE,05/07/2017,1.5,13.2, ,12.7,9.1,92,64,6.75,7.11
CAPE OTWAY LIGHTHOUSE,06/07/2017,1.4,2.4, ,13.5,7.1,88,63,4.81,8.92
CAPE OTWAY LIGHTHOUSE,07/07/2017,1.5,0.0, ,13.3,7.4,86,63,5.35,9.06
CAPE OTWAY LIGHTHOUSE,08/07/2017,1.4,0.6, ,12.6,8.0,90,64,5.61,7.46
CAPE OTWAY LIGHTHOUSE,09/07/2017,1.0,10.8, ,11.8,7.3,91,82,7.36,5.49
CAPE OTWAY LIGHTHOUSE,10/07/2017,1.3,6.2, ,13.6,8.0,90,71,6.27,8.06
CAPE OTWAY LIGHTHOUSE,11/07/2017,1.1,16.0, ,13.1,7.3,92,69,3.71,8.84
CAPE OTWAY LIGHTHOUSE,12/07/2017,1.8,0.0, ,14.9,7.7,80,52,4.19,9.42
CAPE OTWAY LIGHTHOUSE,13/07/2017,2.5,0.0, ,12.9,7.6,82,50,9.52,7.21
CAPE OTWAY LIGHTHOUSE,14/07/2017,1.8,6.8, ,11.6,8.8,90,58,8.73,6.57
CAPE OTWAY LIGHTHOUSE,15/07/2017,1.5,8.4, ,11.5,6.9,84,64,5.98,7.70
CAPE OTWAY LIGHTHOUSE,16/07/2017,1.9,0.6, ,10.8,5.6,76,58,7.15,3.45
CAPE OTWAY LIGHTHOUSE,17/07/2017,2.2,0.8, ,13.9,7.8,82,58,8.24,7.90
CAPE OTWAY LIGHTHOUSE,18/07/2017,1.5,0.8, ,13.5,9.2,90,71,7.35,8.04
CAPE OTWAY LIGHTHOUSE,19/07/2017,2.0,8.2, ,11.7,9.5,89,60,10.78,6.13
CAPE OTWAY LIGHTHOUSE,20/07/2017,2.1,3.2, ,11.2,8.7,86,56,10.08,7.77
CAPE OTWAY LIGHTHOUSE,21/07/2017,1.5,1.2, ,13.9,4.6,84,50,3.29,10.11
CAPE OTWAY LIGHTHOUSE,22/07/2017,3.1,0.0, ,14.8,6.1,65,47,9.30,9.45
CAPE OTWAY LIGHTHOUSE,23/07/2017,2.4,0.4, ,13.3,10.5,88,50,9.03,8.51
CAPE OTWAY LIGHTHOUSE,24/07/2017,1.3,3.4, ,15.6,8.0,91,76,5.33,8.14
CAPE OTWAY LIGHTHOUSE,25/07/2017,2.6,1.0, ,16.0,9.3,87,51,8.60,8.59
CAPE OTWAY LIGHTHOUSE,26/07/2017,1.8,5.0, ,12.8,10.7,88,67,9.38,7.21
CAPE OTWAY LIGHTHOUSE,27/07/2017,1.9,1.4, ,14.0,7.7,87,61,7.08,6.97
CAPE OTWAY LIGHTHOUSE,28/07/2017,2.4,10.8, ,14.6,9.4,83,52,7.69,10.04
CAPE OTWAY LIGHTHOUSE,29/07/2017,3.2,0.0, ,15.8,8.5,88,41,10.89,5.89
CAPE OTWAY LIGHTHOUSE,30/07/2017,1.5,4.6, ,13.1,9.1,90,73,7.09,10.54
CAPE OTWAY LIGHTHOUSE,31/07/2017,1.2,8.8, ,13.3,6.9,90,70,3.22,10.47
Totals:,,56.7,121.8, ,,,,,, 
