'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CAPE OTWAY LIGHTHOUSE Victoria for December 2013,,,,,,,,,,
Issued at 22:31 GMT on Wednesday 01 January 2014,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CAPE OTWAY LIGHTHOUSE,01/12/2013,9.0,0.0, ,29.5,10.6,47,15,5.52,32.27
CAPE OTWAY LIGHTHOUSE,02/12/2013,6.9,0.0, ,21.6,15.3,40,23,3.03,35.17
CAPE OTWAY LIGHTHOUSE,03/12/2013,5.2,0.0, ,18.0,12.5,41,31,2.65,27.55
CAPE OTWAY LIGHTHOUSE,04/12/2013,5.0,2.4, ,16.0,13.8,77,35,7.63,22.37
CAPE OTWAY LIGHTHOUSE,05/12/2013,4.4,2.4, ,13.2,9.5,68,34,11.48,11.96
CAPE OTWAY LIGHTHOUSE,06/12/2013,4.8,3.4, ,16.4,9.1,80,55,6.42,33.87
CAPE OTWAY LIGHTHOUSE,07/12/2013,6.1,0.0, ,22.9,12.0,100,44,4.60,35.80
CAPE OTWAY LIGHTHOUSE,08/12/2013,6.7,0.0, ,27.2,13.8,97,18,7.57,14.13
CAPE OTWAY LIGHTHOUSE,09/12/2013,3.0,0.8, ,16.6,13.4,94,58,5.83,13.95
CAPE OTWAY LIGHTHOUSE,10/12/2013,5.2,12.6, ,16.0,9.4,86,37,12.30,30.20
CAPE OTWAY LIGHTHOUSE,11/12/2013,4.1,8.8, ,15.8,11.0,96,45,9.32,23.61
CAPE OTWAY LIGHTHOUSE,12/12/2013,4.0,0.0, ,16.8,12.2,96,48,8.91,20.09
CAPE OTWAY LIGHTHOUSE,13/12/2013,3.7,0.8, ,16.3,13.7,97,44,8.02,17.02
CAPE OTWAY LIGHTHOUSE,14/12/2013,4.7,0.0, ,16.4,12.7,73,52,5.37,27.12
CAPE OTWAY LIGHTHOUSE,15/12/2013, ,0.2, , ,12.6,81,65,4.57,24.43
CAPE OTWAY LIGHTHOUSE,18/12/2013, , , , , , , , ,38.69
CAPE OTWAY LIGHTHOUSE,19/12/2013, , , , , , , , ,37.83
CAPE OTWAY LIGHTHOUSE,20/12/2013, ,0.0, , , , , , ,25.14
CAPE OTWAY LIGHTHOUSE,21/12/2013, , , ,17.2, ,99,84,5.87,8.72
CAPE OTWAY LIGHTHOUSE,22/12/2013,4.1,8.0, ,25.4,12.0,99,65,5.92,20.57
CAPE OTWAY LIGHTHOUSE,23/12/2013,3.4,1.4, ,15.4,11.7,99,65,7.87,25.57
CAPE OTWAY LIGHTHOUSE,24/12/2013,5.3,0.4, ,19.9,12.0,85,57,5.44,34.37
CAPE OTWAY LIGHTHOUSE,25/12/2013,7.2,0.0, ,25.3,10.7,87,28,3.21,38.28
CAPE OTWAY LIGHTHOUSE,26/12/2013,5.4,0.0, ,21.0,15.0,90,39,5.87,26.89
CAPE OTWAY LIGHTHOUSE,27/12/2013,5.3,0.0, ,24.3,13.7,90,71,4.62,33.13
CAPE OTWAY LIGHTHOUSE,28/12/2013,11.0,0.0, ,32.7,13.0,89,22,9.12,37.29
CAPE OTWAY LIGHTHOUSE,29/12/2013, ,0.0, , ,12.8,65,51,7.47,38.30
CAPE OTWAY LIGHTHOUSE,30/12/2013, , , , , ,86,53,5.54,35.84
CAPE OTWAY LIGHTHOUSE,31/12/2013, , , ,24.0, ,92,66,4.98,38.53
Totals:,,114.5,41.2, ,,,,,, 
