'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for FERNY CREEK Victoria for September 2019,,,,,,,,,,
Issued at 22:31 GMT on Tuesday 01 October 2019,,,,,,,,,,
© Copyright Commonwealth of Australia 2019 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
FERNY CREEK,01/09/2019,2.1,0.0, ,16.7,9.7,98,41,2.27,10.82
FERNY CREEK,02/09/2019,1.6,12.2, ,14.4,7.1,100,61,1.26,12.23
FERNY CREEK,03/09/2019,2.1,1.0, ,18.9,7.2,91,40,0.86,16.36
FERNY CREEK,04/09/2019,1.8,0.2, ,15.7,7.4,100,47,0.98,14.16
FERNY CREEK,05/09/2019,2.0,5.0, ,16.4,6.2,100,46,1.03,15.51
FERNY CREEK,06/09/2019,1.4,7.4, ,11.7,7.5,100,60,1.46,8.68
FERNY CREEK,07/09/2019,1.1,11.2, ,7.8,4.0,100,81,1.63,9.54
FERNY CREEK,08/09/2019,0.8,3.8, ,9.1,3.6,100,81,1.34,4.73
FERNY CREEK,09/09/2019,1.5,20.2, ,8.4,2.5,98,61,2.10,12.68
FERNY CREEK,10/09/2019,1.5,3.4, ,11.7,3.9,100,64,0.61,12.40
FERNY CREEK,11/09/2019,2.5,0.0, ,16.7,3.8,94,37,1.81,17.82
FERNY CREEK,12/09/2019,2.1,0.2, ,15.2,9.0,99,41,2.39,10.54
FERNY CREEK,13/09/2019,1.6,0.8, ,12.8,3.1,95,56,1.08,12.36
FERNY CREEK,14/09/2019,2.3,0.0, ,15.3,5.0,99,39,1.39,17.93
FERNY CREEK,15/09/2019,1.5,3.0, ,14.9,8.1,99,55,1.77,6.10
FERNY CREEK,16/09/2019,1.7,31.2, ,9.2,5.7,100,56,1.66,13.79
FERNY CREEK,17/09/2019,2.1,0.0, ,10.6,2.3,92,56,2.36,18.19
FERNY CREEK,18/09/2019,2.4,0.0, ,15.6,3.6,92,41,1.05,19.16
FERNY CREEK,19/09/2019,3.4, , ,19.1,9.2,63,53,3.38,19.36
FERNY CREEK,20/09/2019,4.1,0.0, ,21.4,14.5,55,45,4.12,14.91
FERNY CREEK,21/09/2019,2.0,0.0, ,17.8,17.3,99,42,2.97,5.37
FERNY CREEK,22/09/2019,1.8, , ,10.5,3.8,100,53,1.40,13.70
FERNY CREEK,23/09/2019,1.4,3.0, ,11.5,4.6,99,63,0.90,8.85
FERNY CREEK,24/09/2019,1.6,1.8, ,11.8,4.2,100,61,0.87,11.16
FERNY CREEK,25/09/2019,1.5, , ,12.2,5.3,100,63,0.52,10.20
FERNY CREEK,26/09/2019,2.5,0.2, ,15.6,5.5,98,50,0.78,20.01
FERNY CREEK,27/09/2019,2.0,0.0, ,16.1,8.3,100,45,2.04,8.88
FERNY CREEK,28/09/2019,1.7, , ,10.5,4.1,94,61,0.87,12.50
FERNY CREEK,29/09/2019,1.7,0.0, ,11.7,4.6,94,63,1.13,12.58
FERNY CREEK,30/09/2019,1.5, , ,12.0,5.1,90,63,1.31,9.09
Totals:,,57.3,104.6, ,,,,,, 
