'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for FERNY CREEK Victoria for March 2015,,,,,,,,,,
Issued at 22:30 GMT on Wednesday 01 April 2015,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
FERNY CREEK,01/03/2015,3.0,29.8, ,17.8,11.6,96,60,1.75,19.59
FERNY CREEK,02/03/2015,3.4,0.2, ,21.7,8.3,86,34,1.17,20.35
FERNY CREEK,03/03/2015,3.4,0.0, ,20.3,11.1,89,50,1.13,21.92
FERNY CREEK,04/03/2015,3.4,0.0, ,20.6,10.3,95,51,0.97,22.09
FERNY CREEK,05/03/2015,2.5,3.6, ,14.9,7.3,95,56,1.92,16.56
FERNY CREEK,06/03/2015,1.3,3.6, ,15.1,7.4,96,73,1.52,5.47
FERNY CREEK,07/03/2015,1.4,9.6, ,17.3,10.5,97,71,0.57,7.12
FERNY CREEK,08/03/2015,3.0,0.2, ,22.4,11.5,96,58,0.68,18.50
FERNY CREEK,09/03/2015,2.6,0.0, ,20.5,11.3,95,54,0.95,15.76
FERNY CREEK,10/03/2015,3.3,0.0, ,20.7,9.9,92,53,1.02,22.50
FERNY CREEK,11/03/2015,3.7,0.0, ,22.8,10.8,86,35,1.44,22.38
FERNY CREEK,12/03/2015,1.9,0.0, ,15.5,11.3,96,60,1.12,10.79
FERNY CREEK,13/03/2015,3.2,0.4, ,17.4,9.1,88,48,2.00,21.62
FERNY CREEK,14/03/2015,3.8,0.2, ,25.5,7.7,95,25,1.79,19.39
FERNY CREEK,15/03/2015,2.7,6.4, ,17.1,8.7,96,58,2.01,18.00
FERNY CREEK,16/03/2015,2.6,0.0, ,20.5,8.3,95,47,1.44,14.68
FERNY CREEK,17/03/2015,3.3,0.0, ,21.5,14.2,62,38,3.35,7.21
FERNY CREEK,18/03/2015,2.0,2.4, ,21.0,14.4,92,64,0.98,9.95
FERNY CREEK,19/03/2015,4.1,0.0, ,28.6,15.8,90,35,2.31,17.77
FERNY CREEK,20/03/2015,2.6,0.0, ,16.8,9.3,92,44,1.17,17.64
FERNY CREEK,21/03/2015,3.2,0.0, ,18.9,8.2,78,50,2.17,20.61
FERNY CREEK,22/03/2015,3.4,0.0, ,24.4,10.2,84,34,1.34,20.30
FERNY CREEK,23/03/2015,2.0,0.0, ,21.2,15.6,96,44,2.54,3.43
FERNY CREEK,24/03/2015,1.1,3.4, ,11.1,7.9,97,70,1.51,5.10
FERNY CREEK,25/03/2015,2.1,7.2, ,17.3,8.2,96,53,0.70,14.35
FERNY CREEK,26/03/2015,1.9,1.6, ,13.1,5.3,95,46,1.80,11.45
FERNY CREEK,27/03/2015,1.1,1.4, ,12.3,6.1,95,74,1.45,5.16
FERNY CREEK,28/03/2015,1.3,2.4, ,13.3,8.9,96,76,0.33,8.28
FERNY CREEK,29/03/2015,2.7,0.4, ,20.3,8.7,91,48,1.28,18.38
FERNY CREEK,30/03/2015,2.5,0.0, ,20.4,10.2,82,50,0.83,17.90
FERNY CREEK,31/03/2015,2.8,0.0, ,24.5,11.2,86,41,0.89,17.73
Totals:,,81.3,72.8, ,,,,,, 
