'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for CERBERUS Victoria for December 2015,,,,,,,,,,
Issued at 22:31 GMT on Friday 01 January 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
CERBERUS,01/12/2015,5.2,5.4, ,22.8,13.0,91,31,3.79,24.59
CERBERUS,02/12/2015,4.6,1.2, ,17.3,8.6,83,40,4.90,27.06
CERBERUS,03/12/2015,3.4,0.4, ,18.6,10.6,89,63,1.45,21.37
CERBERUS,04/12/2015,5.3,0.0, ,26.6,7.2,94,46,1.40,31.80
CERBERUS,05/12/2015,4.8,0.0, ,24.6,13.8,93,53,2.01,26.93
CERBERUS,06/12/2015,2.9,0.0, ,25.8,13.1,93,53,1.41,12.28
CERBERUS,07/12/2015,2.5,0.0, ,24.3,17.5,84,61,2.86,6.79
CERBERUS,08/12/2015,7.8,1.0, ,35.2,18.0,88,22,4.23,24.18
CERBERUS,09/12/2015,4.6,0.0, ,22.9,13.2,89,48,4.01,22.04
CERBERUS,10/12/2015,5.1,0.0, ,22.0,8.3,92,40,1.61,32.04
CERBERUS,11/12/2015,4.5,0.0, ,18.8,13.4,80,47,5.76,20.87
CERBERUS,12/12/2015,3.6,0.6, ,17.6,9.2,87,48,2.74,20.26
CERBERUS,13/12/2015,5.4,0.0, ,26.1,5.3,92,22,1.66,29.83
CERBERUS,14/12/2015,5.0,0.0, ,21.6,7.3,93,48,2.12,32.75
CERBERUS,15/12/2015,5.1,0.0, ,24.6,12.1,91,52,1.93,29.19
CERBERUS,16/12/2015,6.3,0.0, ,27.7,13.5,92,48,3.41,32.83
CERBERUS,17/12/2015,7.3,0.0, ,35.5,12.9,92,15,1.76,33.25
CERBERUS,18/12/2015,6.4,0.0, ,30.1,15.6,85,39,2.31,30.78
CERBERUS,19/12/2015,8.3,0.0, ,42.4,15.9,92,12,2.92,22.37
CERBERUS,20/12/2015,7.6,0.0, ,36.2,23.5,91,16,4.49,18.22
CERBERUS,21/12/2015,4.6,10.0, ,20.1,14.4,86,47,4.09,23.73
CERBERUS,22/12/2015,6.1,0.0, ,26.2,8.7,89,41,3.10,33.45
CERBERUS,23/12/2015,5.9,0.0, ,27.2,11.4,91,46,2.35,32.49
CERBERUS,24/12/2015,7.2,0.0, ,32.4,10.7,91,25,2.57,33.11
CERBERUS,25/12/2015,9.9,0.0, ,34.8,18.5,73,15,4.97,33.40
CERBERUS,26/12/2015,5.4,14.8, ,19.8,12.4,90,29,6.60,23.65
CERBERUS,27/12/2015,4.8,4.0, ,19.0,12.7,70,48,3.70,26.08
CERBERUS,28/12/2015,4.7,0.0, ,20.0,9.3,88,51,2.29,30.22
CERBERUS,29/12/2015,5.0,0.0, ,21.5,8.7,93,58,2.08,33.28
CERBERUS,30/12/2015,6.1,0.0, ,31.0,9.0,94,30,1.31,32.75
CERBERUS,31/12/2015,8.2,0.0, ,39.2,18.1,71,9,2.56,28.04
Totals:,,173.6,37.4, ,,,,,, 
