'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SWAN HILL AERODROME Victoria for February 2013,,,,,,,,,,
Issued at 22:38 GMT on Friday 01 March 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SWAN HILL AERODROME,01/02/2013,6.5,0.0, ,22.8,9.7,80,17,6.43,24.29
SWAN HILL AERODROME,02/02/2013,7.6,0.0, ,27.8,8.8,69,19,5.44,28.57
SWAN HILL AERODROME,03/02/2013,7.3,0.0, ,30.9,13.1,85,19,3.87,28.19
SWAN HILL AERODROME,04/02/2013,7.5,0.0, ,31.5,13.8,80,13,3.58,28.26
SWAN HILL AERODROME,05/02/2013,7.6,0.0, ,35.5,12.2,68,4,2.67,28.06
SWAN HILL AERODROME,06/02/2013,9.5,0.0, ,39.6,13.3,39,4,3.56,27.44
SWAN HILL AERODROME,07/02/2013,9.4,0.0, ,39.5,17.9,38,6,3.73,25.52
SWAN HILL AERODROME,08/02/2013,8.3,0.0, ,35.5,18.9,53,13,3.65,26.66
SWAN HILL AERODROME,09/02/2013,8.0,0.0, ,34.1,19.8,50,17,4.35,20.90
SWAN HILL AERODROME,10/02/2013,7.9,0.0, ,30.6,16.1,71,14,4.78,26.54
SWAN HILL AERODROME,11/02/2013,7.6,0.0, ,31.8,11.2,74,15,3.90,27.59
SWAN HILL AERODROME,12/02/2013,7.9,0.0, ,34.8,14.3,76,17,3.66,27.62
SWAN HILL AERODROME,13/02/2013,8.2,0.0, ,36.3,19.3,65,25,4.53,23.23
SWAN HILL AERODROME,14/02/2013,4.9,0.0, ,31.9,19.4,74,27,3.12,10.78
SWAN HILL AERODROME,15/02/2013,4.7,0.0, ,30.4,22.1,63,29,3.83,5.59
SWAN HILL AERODROME,16/02/2013,5.0,0.0, ,35.0,23.1,70,20,2.71,9.41
SWAN HILL AERODROME,17/02/2013,7.7,0.0, ,36.8,16.6,56,14,3.00,26.29
SWAN HILL AERODROME,18/02/2013,8.6,0.0, ,36.9,19.7,52,13,3.94,25.40
SWAN HILL AERODROME,19/02/2013,8.7,0.0, ,36.5,19.7,57,18,4.98,20.60
SWAN HILL AERODROME,20/02/2013,7.3,0.0, ,32.1,12.9,70,12,3.70,25.53
SWAN HILL AERODROME,21/02/2013,6.8,0.0, ,34.6,15.8,79,13,3.01,22.91
SWAN HILL AERODROME,22/02/2013,7.6,0.0, ,33.9,18.3,66,21,4.47,21.88
SWAN HILL AERODROME,23/02/2013,8.6,0.0, ,34.2,20.0,60,21,5.28,25.10
SWAN HILL AERODROME,24/02/2013,5.8,0.0, ,35.9,19.3,59,23,1.99,21.71
SWAN HILL AERODROME,25/02/2013,7.3,0.0, ,39.1,20.7,80,17,3.85,16.26
SWAN HILL AERODROME,26/02/2013,5.4,5.6, ,31.6,19.9,93,48,4.32,20.59
SWAN HILL AERODROME,27/02/2013,5.7,0.2, ,32.2,21.1,95,31,5.51,12.06
SWAN HILL AERODROME,28/02/2013,5.9,5.2, ,23.3,14.5,94,26,6.69,24.63
Totals:,,203.3,11, ,,,,,, 
