'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SWAN HILL AERODROME Victoria for October 2013,,,,,,,,,,
Issued at 22:31 GMT on Friday 01 November 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SWAN HILL AERODROME,01/10/2013,5.0,6.4, ,18.3,11.5,94,32,9.99,25.15
SWAN HILL AERODROME,02/10/2013,4.9,0.0, ,21.2,4.6,91,37,8.86,16.98
SWAN HILL AERODROME,03/10/2013,4.3,1.2, ,18.1,4.7,93,31,5.19,25.06
SWAN HILL AERODROME,04/10/2013,4.7,0.0, ,22.2,2.0,95,25,2.53,28.56
SWAN HILL AERODROME,05/10/2013,7.4,0.0, ,29.0,8.5,75,11,5.08,25.36
SWAN HILL AERODROME,06/10/2013,5.0,0.0, ,22.2,8.7,97,33,5.35,24.84
SWAN HILL AERODROME,07/10/2013,4.9,0.0, ,22.3,3.4,99,30,3.14,28.53
SWAN HILL AERODROME,08/10/2013,5.3,0.0, ,24.0,5.5,95,25,2.82,29.41
SWAN HILL AERODROME,09/10/2013,9.6,0.0, ,33.6,7.7,81,8,5.76,28.77
SWAN HILL AERODROME,10/10/2013,8.3,0.0, ,30.5,17.5,92,9,7.22,21.61
SWAN HILL AERODROME,11/10/2013,5.4,0.4, ,22.4,4.7,97,23,3.77,29.51
SWAN HILL AERODROME,12/10/2013,6.8,0.2, ,28.4,4.7,89,11,3.21,30.37
SWAN HILL AERODROME,13/10/2013,6.1,0.0, ,21.7,6.9,83,20,8.07,20.06
SWAN HILL AERODROME,14/10/2013,4.7,0.2, ,19.0,2.3,94,25,5.30,24.41
SWAN HILL AERODROME,15/10/2013,6.2,0.0, ,23.1,1.0,90,14,4.26,30.89
SWAN HILL AERODROME,16/10/2013,10.4,0.0, ,30.3,7.2,61,4,8.31,27.31
SWAN HILL AERODROME,17/10/2013,6.5,0.0, ,19.3,12.2,83,13,9.26,26.32
SWAN HILL AERODROME,18/10/2013,5.9,0.6, ,24.3,1.0,93,11,2.87,31.27
SWAN HILL AERODROME,19/10/2013,7.9,0.0, ,29.8,6.5,52,3,3.47,31.95
SWAN HILL AERODROME,20/10/2013,10.9,0.0, ,36.7,9.9,44,5,5.20,30.45
SWAN HILL AERODROME,21/10/2013,5.8,0.0, ,29.1,16.3,58,24,3.87,15.10
SWAN HILL AERODROME,22/10/2013,4.7,0.0, ,26.9,15.7,96,42,5.59,14.47
SWAN HILL AERODROME,23/10/2013,5.3,4.2, ,21.1,12.0,94,29,8.88,18.25
SWAN HILL AERODROME,24/10/2013,6.0,0.2, ,18.8,6.4,75,19,6.78,29.96
SWAN HILL AERODROME,25/10/2013,4.8,0.0, ,19.3,2.2,93,27,4.42,27.32
SWAN HILL AERODROME,26/10/2013,5.6,0.0, ,22.0,2.4,94,22,3.95,30.47
SWAN HILL AERODROME,27/10/2013,4.6,0.0, ,24.1,6.2,89,26,2.95,19.71
SWAN HILL AERODROME,28/10/2013,9.3,1.0, ,29.8,11.6,85,7,7.63,27.61
SWAN HILL AERODROME,29/10/2013,6.6,0.0, ,22.4,11.5,80,25,6.96,30.12
SWAN HILL AERODROME,30/10/2013,6.2,0.0, ,24.0,4.9,91,21,4.28,31.13
SWAN HILL AERODROME,31/10/2013,6.5,0.0, ,25.1,7.4,80,16,3.57,31.50
Totals:,,195.6,14.4, ,,,,,, 
