'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BAIRNSDALE AIRPORT Victoria for May 2018,,,,,,,,,,
Issued at 22:31 GMT on Friday 01 June 2018,,,,,,,,,,
© Copyright Commonwealth of Australia 2018 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BAIRNSDALE AIRPORT,01/05/2018,2.8,0.0, ,22.7,3.0,85,25,2.46,12.26
BAIRNSDALE AIRPORT,02/05/2018,3.2,0.0, ,25.4,7.2,76,28,3.00,9.25
BAIRNSDALE AIRPORT,03/05/2018,4.2,0.0, ,28.8,7.8,82,23,3.64,9.67
BAIRNSDALE AIRPORT,04/05/2018,2.8,1.8, ,17.8,11.9,94,37,6.10,5.49
BAIRNSDALE AIRPORT,05/05/2018,3.6,1.8, ,22.3,9.4,74,36,4.93,11.28
BAIRNSDALE AIRPORT,06/05/2018,2.9,0.0, ,22.7,9.2,85,38,3.71,11.20
BAIRNSDALE AIRPORT,07/05/2018,3.3,0.0, ,22.8,5.3,95,24,3.88,10.77
BAIRNSDALE AIRPORT,08/05/2018,2.1,0.0, ,18.5,10.0,95,37,3.00,9.60
BAIRNSDALE AIRPORT,09/05/2018,2.1,0.0, ,20.9,2.0,98,37,2.28,10.67
BAIRNSDALE AIRPORT,10/05/2018,2.8,1.4, ,16.5,5.4,92,34,5.73,10.37
BAIRNSDALE AIRPORT,11/05/2018,1.8,0.6, ,14.3,1.9,99,59,7.80,3.85
BAIRNSDALE AIRPORT,12/05/2018,2.3,22.6, ,16.8,8.5,95,53,6.87,5.92
BAIRNSDALE AIRPORT,13/05/2018,1.4,4.2, ,16.9,9.4,95,69,3.99,7.13
BAIRNSDALE AIRPORT,14/05/2018,1.7,0.4, ,17.5,8.5,96,51,2.93,10.66
BAIRNSDALE AIRPORT,15/05/2018,1.7,0.0, ,16.8,7.3,94,60,4.67,6.25
BAIRNSDALE AIRPORT,16/05/2018,1.9,0.2, ,14.3,6.3,88,48,4.47,8.32
BAIRNSDALE AIRPORT,17/05/2018,2.2,0.0, ,16.7,7.0,76,47,4.04,8.66
BAIRNSDALE AIRPORT,18/05/2018,2.2,0.0, ,18.0,9.1,83,57,5.30,7.49
BAIRNSDALE AIRPORT,19/05/2018,2.2,0.0, ,17.5,7.2,93,46,4.88,9.42
BAIRNSDALE AIRPORT,20/05/2018,2.9,0.0, ,19.0,5.5,87,46,6.76,8.38
BAIRNSDALE AIRPORT,21/05/2018,2.6,1.2, ,17.4,11.5,91,51,7.98,8.13
BAIRNSDALE AIRPORT,22/05/2018,2.3,0.0, ,17.7,11.2,89,58,7.35,6.40
BAIRNSDALE AIRPORT,23/05/2018,2.3,0.0, ,18.8,10.6,92,52,5.60,9.97
BAIRNSDALE AIRPORT,24/05/2018,1.9,0.0, ,17.5,8.8,92,50,3.91,6.30
BAIRNSDALE AIRPORT,25/05/2018,1.2,0.0, ,15.4,3.3,97,58,2.32,10.00
BAIRNSDALE AIRPORT,26/05/2018,1.4,0.0, ,17.4,0.8,98,48,2.17,9.94
BAIRNSDALE AIRPORT,27/05/2018,1.8,0.0, ,23.3,2.6,98,33,1.84,9.48
BAIRNSDALE AIRPORT,28/05/2018,2.0,0.2, ,22.5,7.4,91,33,2.24,5.91
BAIRNSDALE AIRPORT,29/05/2018,3.1,0.0, ,22.1,7.8,81,35,4.50,4.35
BAIRNSDALE AIRPORT,30/05/2018,2.0,0.0, ,16.0,3.9,91,39,4.08,9.35
BAIRNSDALE AIRPORT,31/05/2018,2.1,1.0, ,14.9,8.4,83,54,6.41,8.63
Totals:,,72.8,35.4, ,,,,,, 
