'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MOUNT BAW BAW Victoria for September 2017,,,,,,,,,,
Issued at 22:31 GMT on Sunday 01 October 2017,,,,,,,,,,
© Copyright Commonwealth of Australia 2017 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MOUNT BAW BAW,01/09/2017,2.0,0.2, ,6.8,-0.1,76,25,2.70,15.24
MOUNT BAW BAW,02/09/2017,1.8,0.0, ,8.6,1.6,99,37,4.28,6.73
MOUNT BAW BAW,03/09/2017,1.8,0.0, ,6.5,3.0,99,37,6.90,4.34
MOUNT BAW BAW,04/09/2017,0.5,16.0, ,-2.2,-4.0,99,99,7.26,10.41
MOUNT BAW BAW,05/09/2017,0.4,3.4, ,-2.4,-5.7,99,98,6.59,7.56
MOUNT BAW BAW,06/09/2017,0.3,11.4, ,-0.2,-5.2,99,99,5.45,4.05
MOUNT BAW BAW,07/09/2017,0.5,7.6, ,0.0,-2.5,99,99,3.83,5.80
MOUNT BAW BAW,08/09/2017,0.7,23.8, ,-0.7,-3.4,99,99,0.00,5.74
MOUNT BAW BAW,09/09/2017,0.7,32.4, ,0.0,-3.4,99,99,0.00,6.16
MOUNT BAW BAW,10/09/2017,1.3,23.4, ,4.0,-1.6,99,99,1.42,15.98
MOUNT BAW BAW,11/09/2017,1.1,0.2, ,6.6,-0.7,99,71,4.98,5.97
MOUNT BAW BAW,12/09/2017,1.4,0.4, ,7.9,2.7,99,69,5.18,9.66
MOUNT BAW BAW,13/09/2017,0.7,3.2, ,3.3,2.7,99,89,5.47,5.85
MOUNT BAW BAW,14/09/2017,0.3,21.2, ,0.6,-5.0,99,99,6.37,4.19
MOUNT BAW BAW,15/09/2017,0.5,11.2, ,2.3,-3.8,99,99,7.28,7.40
MOUNT BAW BAW,16/09/2017,0.4,22.4, ,-2.0,-4.0,99,99,6.71,6.66
MOUNT BAW BAW,17/09/2017,2.3,19.4, ,7.1,-5.2,99,22,3.29,18.68
MOUNT BAW BAW,18/09/2017,2.8,0.0, ,8.5,-2.3,99,19,5.90,18.14
MOUNT BAW BAW,19/09/2017,0.5,7.8, ,-0.2,-2.6,99,99,6.60,8.06
MOUNT BAW BAW,20/09/2017,2.6,3.0, ,8.3,-2.7,99,18,3.74,19.52
MOUNT BAW BAW,21/09/2017,3.1,0.0, ,9.8,-0.3,68,21,4.80,16.01
MOUNT BAW BAW,22/09/2017,3.7,0.0, ,14.6,5.4,57,32,4.54,18.47
MOUNT BAW BAW,23/09/2017,3.9,0.0, ,16.6,8.8,99,25,5.95,19.21
MOUNT BAW BAW,24/09/2017,1.4,0.6, ,4.2,0.9,99,74,6.30,14.78
MOUNT BAW BAW,25/09/2017,0.3,7.4, ,0.6,0.0,99,99,6.93,2.07
MOUNT BAW BAW,26/09/2017,2.2,16.0, ,9.6,-3.2,99,51,2.84,19.58
MOUNT BAW BAW,27/09/2017,3.3,0.0, ,11.5,-1.8,75,17,4.39,16.80
MOUNT BAW BAW,28/09/2017,1.3,0.0, ,3.6,0.8,99,62,6.51,8.15
MOUNT BAW BAW,29/09/2017,1.7,0.6, ,5.2,-1.3,99,65,3.31,17.57
MOUNT BAW BAW,30/09/2017,0.6,2.6, ,0.0,-1.6,99,95,7.55,8.68
Totals:,,44.1,234.2, ,,,,,, 
