'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MOUNT HOTHAM Victoria for September 2015,,,,,,,,,,
Issued at 22:30 GMT on Friday 25 September 2015,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MOUNT HOTHAM,01/09/2015,2.1,0.2, ,4.1,-2.7,99,21,4.95,17.10
MOUNT HOTHAM,02/09/2015,2.5,0.0, ,4.8,-2.0,99,12,7.62,16.65
MOUNT HOTHAM,03/09/2015,0.5,0.0, ,4.8,-1.9,99,97,13.14,10.86
MOUNT HOTHAM,04/09/2015,1.6,4.2, ,6.7,-0.9,99,64,5.03,17.25
MOUNT HOTHAM,05/09/2015,2.2,0.0, ,7.6,2.2,99,37,4.88,17.78
MOUNT HOTHAM,06/09/2015,1.0,0.2, ,5.2,3.0,99,80,12.32,9.59
MOUNT HOTHAM,07/09/2015,0.5,0.0, ,-1.8,-3.8,99,96,8.53,8.93
MOUNT HOTHAM,08/09/2015,1.2,0.0, ,5.3,-4.2,99,95,0.77,12.32
MOUNT HOTHAM,09/09/2015,1.9,9.0, ,6.9,-4.4,99,55,7.33,17.97
MOUNT HOTHAM,10/09/2015,1.7,0.6, ,7.3,-1.6,99,65,1.93,17.83
MOUNT HOTHAM,11/09/2015,2.7,0.0, ,7.7,0.1,99,32,9.27,18.93
MOUNT HOTHAM,12/09/2015,2.3,0.2, ,12.5,3.7,99,59,5.71,17.38
MOUNT HOTHAM,13/09/2015,3.1,0.0, ,15.3,7.1,91,42,4.53,17.46
MOUNT HOTHAM,14/09/2015,3.1,0.0, ,11.4,6.1,96,43,13.63,19.03
MOUNT HOTHAM,15/09/2015,1.0,9.0, ,4.5,3.6,99,81,12.45,11.02
MOUNT HOTHAM,16/09/2015,2.3,1.4, ,4.6,-1.6,99,24,4.55,19.95
MOUNT HOTHAM,17/09/2015,2.0,0.0, ,6.0,-2.8,99,49,3.38,20.21
MOUNT HOTHAM,18/09/2015,1.9,0.2, ,7.4,-1.8,99,69,3.83,20.03
MOUNT HOTHAM,19/09/2015,1.6,0.6, ,6.6,0.3,99,73,6.29,18.04
MOUNT HOTHAM,20/09/2015,1.4,0.4, ,9.1,2.9,99,80,7.76,13.00
MOUNT HOTHAM,21/09/2015,1.0,0.0, ,7.9,3.3,99,85,10.52,9.43
MOUNT HOTHAM,22/09/2015,1.8,6.0, ,1.8,1.1,99,93,0.00,16.58
MOUNT HOTHAM,23/09/2015,1.7,0.0, ,1.5,-1.9,96,93,0.00,17.31
MOUNT HOTHAM,24/09/2015, ,0.2, , ,-1.3,100,94,0.00,12.57
Totals:,,41.1,32.2, ,,,,,, 
