'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MOUNT HOTHAM Victoria for January 2018,,,,,,,,,,
Issued at 22:31 GMT on Thursday 01 February 2018,,,,,,,,,,
© Copyright Commonwealth of Australia 2018 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MOUNT HOTHAM,01/01/2018,6.1,0.0, ,16.2,7.8,78,1,4.73,32.14
MOUNT HOTHAM,02/01/2018,6.4,0.0, ,15.9,9.4,64,1,5.84,30.11
MOUNT HOTHAM,03/01/2018,4.3,0.4, ,14.1,3.4,78,42,3.61,28.84
MOUNT HOTHAM,04/01/2018,5.4,0.0, ,17.8,4.1,61,33,4.04,31.45
MOUNT HOTHAM,05/01/2018,6.6,0.0, ,19.2,11.4,45,29,4.96,31.90
MOUNT HOTHAM,06/01/2018,8.8,0.0, ,22.9,13.5,38,22,9.24,31.89
MOUNT HOTHAM,07/01/2018,7.7,0.0, ,24.8,16.9,30,21,4.38,30.68
MOUNT HOTHAM,08/01/2018,6.1,0.0, ,16.4,15.2,44,28,9.47,15.19
MOUNT HOTHAM,09/01/2018,5.2,13.8, ,16.1,9.5,77,34,7.99,25.93
MOUNT HOTHAM,10/01/2018,5.0,0.0, ,17.0,3.5,70,33,4.14,28.85
MOUNT HOTHAM,11/01/2018,6.0,0.0, ,18.3,9.0,47,31,6.32,26.10
MOUNT HOTHAM,12/01/2018,6.5,2.0, ,18.8,11.9,45,30,10.84,17.07
MOUNT HOTHAM,13/01/2018,2.3,37.8, ,7.7,5.1,100,44,9.84,9.80
MOUNT HOTHAM,14/01/2018,2.4,10.8, ,7.4,-1.5,100,60,13.86,27.10
MOUNT HOTHAM,15/01/2018,4.1,0.4, ,12.7,-0.3,80,44,13.24,28.27
MOUNT HOTHAM,16/01/2018,4.1,0.2, ,12.6,1.7,88,45,7.83,30.30
MOUNT HOTHAM,17/01/2018,5.1,0.0, ,17.6,3.2,64,31,3.09,30.98
MOUNT HOTHAM,18/01/2018,6.3,0.0, ,21.0,11.0,44,25,3.59,30.93
MOUNT HOTHAM,19/01/2018,7.3,0.0, ,24.0,14.3,34,21,4.29,30.73
MOUNT HOTHAM,20/01/2018,8.7,0.0, ,25.1,17.8,33,20,6.55,30.60
MOUNT HOTHAM,21/01/2018,8.4,0.0, ,22.8,16.4,32,23,8.85,25.37
MOUNT HOTHAM,22/01/2018,6.7,0.4, ,20.8,15.4,41,26,8.12,15.74
MOUNT HOTHAM,23/01/2018,8.4,6.0, ,23.5,12.6,37,23,8.70,29.23
MOUNT HOTHAM,24/01/2018,7.8,0.0, ,20.3,14.2,39,26,10.18,26.27
MOUNT HOTHAM,25/01/2018, ,0.0, , ,12.8, , , ,19.48
MOUNT HOTHAM,28/01/2018, , , , , , , , ,27.57
MOUNT HOTHAM,29/01/2018, , , ,20.0, , , , ,28.05
MOUNT HOTHAM,30/01/2018,1.7, , ,12.8,12.1,99,58,6.14,2.85
MOUNT HOTHAM,31/01/2018,3.8,35.0, ,7.1,-0.7,99,14,10.60,28.77
Totals:,,151.2,106.8, ,,,,,, 
