'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for WALPEUP RESEARCH Victoria for January 2011,,,,,,,,,,
Issued at 22:35 GMT on Tuesday 01 February 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
WALPEUP RESEARCH,01/01/2011,9.0,0.2, ,33.1,16.7,82,22,4.96,33.22
WALPEUP RESEARCH,02/01/2011,8.7,0.0, ,29.0,13.8,77,18,5.41,34.92
WALPEUP RESEARCH,03/01/2011,9.0,0.0, ,28.0,10.9,69,12,5.74,35.45
WALPEUP RESEARCH,04/01/2011,7.9,0.0, ,28.9,10.4,68,12,3.99,32.55
WALPEUP RESEARCH,05/01/2011,8.3,0.0, ,30.1,13.3,71,19,4.45,33.65
WALPEUP RESEARCH,06/01/2011,8.8,0.0, ,33.7,13.0,69,15,3.68,34.11
WALPEUP RESEARCH,07/01/2011,11.2,0.0, ,37.3,19.0,31,14,5.58,29.95
WALPEUP RESEARCH,08/01/2011,9.8,0.0, ,36.7,22.0,61,19,5.71,24.14
WALPEUP RESEARCH,09/01/2011,2.9,0.0, ,21.8,19.4,95,60,5.64,8.20
WALPEUP RESEARCH,10/01/2011,4.5,6.0, ,26.9,18.9,92,63,4.26,20.62
WALPEUP RESEARCH,11/01/2011,2.3,0.4, ,24.5,20.2,97,84,3.24,10.56
WALPEUP RESEARCH,12/01/2011,5.2,69.2, ,27.9,19.7,97,58,3.69,24.99
WALPEUP RESEARCH,13/01/2011,2.7,15.6, ,26.1,20.7,97,73,6.25,8.58
WALPEUP RESEARCH,14/01/2011,5.8,25.4, ,28.5,17.4,96,48,3.82,27.29
WALPEUP RESEARCH,15/01/2011,7.7,0.0, ,32.5,16.7,90,25,2.88,34.17
WALPEUP RESEARCH,16/01/2011,8.1,0.0, ,32.1,19.9,77,34,3.96,33.31
WALPEUP RESEARCH,17/01/2011,6.9,0.0, ,25.7,12.1,87,38,5.80,33.80
WALPEUP RESEARCH,18/01/2011,6.5,0.0, ,25.8,10.2,91,37,3.65,34.30
WALPEUP RESEARCH,19/01/2011,7.1,0.0, ,27.2,12.1,83,29,3.97,34.05
WALPEUP RESEARCH,20/01/2011,8.3,0.0, ,31.8,14.8,83,18,3.73,34.27
WALPEUP RESEARCH,21/01/2011,10.6,0.0, ,36.2,19.4,66,18,6.00,32.23
WALPEUP RESEARCH,22/01/2011,8.7,0.0, ,34.3,15.3,83,28,4.54,32.90
WALPEUP RESEARCH,23/01/2011,8.8,0.0, ,33.4,16.0,89,15,4.14,33.38
WALPEUP RESEARCH,24/01/2011,7.6,0.0, ,28.3,18.4,60,32,4.57,31.16
WALPEUP RESEARCH,25/01/2011,9.0,0.0, ,36.9,14.7,69,24,4.47,28.63
WALPEUP RESEARCH,26/01/2011,7.6,0.0, ,30.0,17.7,90,32,4.86,32.16
WALPEUP RESEARCH,27/01/2011,8.3,0.0, ,32.8,18.5,66,18,4.25,29.02
WALPEUP RESEARCH,28/01/2011,8.5,0.0, ,30.8,13.9,86,15,4.53,33.59
WALPEUP RESEARCH,29/01/2011,8.4,0.0, ,33.9,14.4,70,13,3.31,32.80
WALPEUP RESEARCH,30/01/2011,11.0,0.0, ,40.8,19.7,32,11,4.33,31.82
WALPEUP RESEARCH,31/01/2011,12.7,0.0, ,42.1,26.5,40,15,5.98,31.39
Totals:,,241.9,116.8, ,,,,,, 
