'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for MELBOURNE (150 LONSDALE ST) Victoria for June 2013,,,,,,,,,,
Issued at 22:31 GMT on Sunday 02 June 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
MELBOURNE (150 LONSDALE ST),26/05/2013, , , , , , , , ,3.42
MELBOURNE (150 LONSDALE ST),27/05/2013, , , , , , , , ,6.51
MELBOURNE (150 LONSDALE ST),28/05/2013, , , , , , , , ,9.69
MELBOURNE (150 LONSDALE ST),29/05/2013, , , , , , , , ,9.74
MELBOURNE (150 LONSDALE ST),30/05/2013, , , , , , , , ,2.75
MELBOURNE (150 LONSDALE ST),31/05/2013, , , , , , , , ,7.06
MELBOURNE (150 LONSDALE ST),01/06/2013, , , ,15.8, ,100,81,1.54,3.23
Totals:,, , , ,,,,,, 
