'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for COLAC (MOUNT GELLIBRAND) Victoria for May 2016,,,,,,,,,,
Issued at 22:30 GMT on Wednesday 01 June 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
COLAC (MOUNT GELLIBRAND),01/05/2016,1.5,13.4, ,11.6,9.4,100,69,13.01,8.66
COLAC (MOUNT GELLIBRAND),02/05/2016,3.1,6.0, ,16.6,5.8,90,51,12.38,13.35
COLAC (MOUNT GELLIBRAND),03/05/2016,2.5,0.0, ,16.3,9.0,94,63,16.94,4.82
COLAC (MOUNT GELLIBRAND),04/05/2016,2.4,2.6, ,15.3,5.8,93,56,9.49,11.64
COLAC (MOUNT GELLIBRAND),05/05/2016,4.1,0.0, ,20.8,8.8,83,46,11.94,10.62
COLAC (MOUNT GELLIBRAND),06/05/2016,2.5,0.0, ,19.8,11.6,93,60,7.28,12.48
COLAC (MOUNT GELLIBRAND),07/05/2016,4.5,0.0, ,25.8,11.6,100,28,6.54,12.58
COLAC (MOUNT GELLIBRAND),08/05/2016,1.7,0.2, ,16.8,13.1,100,61,6.33,3.53
COLAC (MOUNT GELLIBRAND),09/05/2016,1.5,3.2, ,18.1,13.2,100,77,9.29,5.88
COLAC (MOUNT GELLIBRAND),10/05/2016,1.9,11.0, ,13.7,11.1,100,65,14.64,11.26
COLAC (MOUNT GELLIBRAND),11/05/2016,1.4,3.2, ,13.7,8.5,100,76,14.53,8.65
COLAC (MOUNT GELLIBRAND),12/05/2016,1.2,2.6, ,15.8,9.7,100,81,13.48,5.97
COLAC (MOUNT GELLIBRAND),13/05/2016,2.6,0.0, ,18.4,12.5,92,60,9.61,10.98
COLAC (MOUNT GELLIBRAND),14/05/2016,3.8,0.0, ,20.6,10.5,91,44,10.34,13.04
COLAC (MOUNT GELLIBRAND),15/05/2016,3.1,0.0, ,18.1,11.8,91,50,10.57,9.94
COLAC (MOUNT GELLIBRAND),16/05/2016,2.7,0.0, ,18.4,6.7,99,54,9.84,10.17
COLAC (MOUNT GELLIBRAND),17/05/2016,1.6,6.2, ,14.1,8.0,92,72,10.23,5.80
COLAC (MOUNT GELLIBRAND),18/05/2016,2.1,0.0, ,16.4,9.7,97,59,8.22,9.26
COLAC (MOUNT GELLIBRAND),19/05/2016,1.5,0.0, ,21.4,10.8,100,81,14.19,4.36
COLAC (MOUNT GELLIBRAND),20/05/2016,1.8, , ,15.4,8.7,100,46,4.28,8.31
COLAC (MOUNT GELLIBRAND),21/05/2016,1.5,0.2, ,16.9,7.5,94,69,4.66,9.15
COLAC (MOUNT GELLIBRAND),22/05/2016,3.0,0.0, ,19.4,9.2,91,51,9.72,7.88
COLAC (MOUNT GELLIBRAND),23/05/2016,1.5,5.4, ,12.9,7.9,100,68,10.36,7.33
COLAC (MOUNT GELLIBRAND),24/05/2016,1.3,2.0, ,14.0,6.7,100,68,5.39,9.01
COLAC (MOUNT GELLIBRAND),25/05/2016,1.4,0.0, ,13.8,7.7,100,67,8.11,4.28
COLAC (MOUNT GELLIBRAND),26/05/2016,0.9,13.6, ,12.1,8.6,100,80,6.41,5.26
COLAC (MOUNT GELLIBRAND),27/05/2016,0.8,0.8, ,11.3,5.5,100,78,3.98,8.44
COLAC (MOUNT GELLIBRAND),28/05/2016,1.2,0.2, ,11.8,5.7,98,65,5.40,8.73
COLAC (MOUNT GELLIBRAND),29/05/2016,0.9,0.0, ,10.8,6.3,97,67,3.13,5.27
COLAC (MOUNT GELLIBRAND),30/05/2016,1.3,0.0, ,11.7,5.7,84,60,3.99,9.51
COLAC (MOUNT GELLIBRAND),31/05/2016,1.3,0.0, ,13.1,5.0,93,62,4.22,9.46
Totals:,,62.6,70.6, ,,,,,, 
