'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for SCORESBY RESEARCH INSTITUTE Victoria for June 2018,,,,,,,,,,
Issued at 22:31 GMT on Sunday 01 July 2018,,,,,,,,,,
© Copyright Commonwealth of Australia 2018 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
SCORESBY RESEARCH INSTITUTE,01/06/2018,0.6,0.2, ,14.4,0.5,97,51,0.60,9.60
SCORESBY RESEARCH INSTITUTE,02/06/2018,0.7,0.0, ,14.9,0.6,97,63,0.74,9.50
SCORESBY RESEARCH INSTITUTE,03/06/2018,0.6,0.2, ,13.6,2.2,98,66,0.82,7.83
SCORESBY RESEARCH INSTITUTE,04/06/2018,0.6,0.0, ,15.4,3.4,98,58,0.54,8.51
SCORESBY RESEARCH INSTITUTE,05/06/2018,0.7,0.4, ,16.3,4.7,98,58,0.85,9.27
SCORESBY RESEARCH INSTITUTE,06/06/2018,0.7,0.0, ,19.1,1.3,98,38,0.54,9.39
SCORESBY RESEARCH INSTITUTE,07/06/2018,2.1,0.0, ,17.0,6.0,70,53,4.38,7.18
SCORESBY RESEARCH INSTITUTE,08/06/2018,1.4,2.6, ,11.9,11.2,94,48,3.75,2.29
SCORESBY RESEARCH INSTITUTE,09/06/2018,0.8,8.0, ,16.5,10.0,95,57,1.07,7.36
SCORESBY RESEARCH INSTITUTE,10/06/2018,0.5,0.2, ,16.5,1.6,97,60,0.25,9.25
SCORESBY RESEARCH INSTITUTE,11/06/2018,1.4,0.2, ,16.5,3.9,95,49,2.88,9.20
SCORESBY RESEARCH INSTITUTE,12/06/2018,1.4,1.8, ,15.3,9.3,90,64,4.20,5.95
SCORESBY RESEARCH INSTITUTE,13/06/2018,1.2,1.2, ,13.3,8.5,91,58,2.90,6.23
SCORESBY RESEARCH INSTITUTE,14/06/2018,1.5,4.0, ,13.6,7.3,87,59,4.95,7.82
SCORESBY RESEARCH INSTITUTE,15/06/2018,1.3,1.0, ,12.4,9.1,88,57,3.43,3.69
SCORESBY RESEARCH INSTITUTE,16/06/2018,1.2,4.6, ,11.5,5.3,80,57,2.77,5.65
SCORESBY RESEARCH INSTITUTE,17/06/2018,1.0,18.0, ,13.6,6.8,94,69,3.11,5.41
SCORESBY RESEARCH INSTITUTE,18/06/2018,0.9,2.2, ,13.0,8.1,94,58,1.77,6.22
SCORESBY RESEARCH INSTITUTE,19/06/2018,0.5,0.2, ,14.4,-0.3,97,55,0.46,8.72
SCORESBY RESEARCH INSTITUTE,20/06/2018,1.0,0.0, ,15.1,2.5,94,48,1.61,7.29
SCORESBY RESEARCH INSTITUTE,21/06/2018,0.7,0.0, ,14.9,2.0,95,49,0.92,9.15
SCORESBY RESEARCH INSTITUTE,22/06/2018,0.9,0.0, ,14.6,3.6,91,52,1.56,8.20
SCORESBY RESEARCH INSTITUTE,23/06/2018,0.6,0.0, ,10.7,5.6,97,74,1.31,4.45
SCORESBY RESEARCH INSTITUTE,24/06/2018,0.5,1.8, ,12.3,6.4,98,65,0.45,5.41
SCORESBY RESEARCH INSTITUTE,25/06/2018,0.5,0.0, ,11.7,7.5,94,75,0.15,4.99
SCORESBY RESEARCH INSTITUTE,26/06/2018,0.5,0.4, ,14.5,5.2,96,55,0.29,7.95
SCORESBY RESEARCH INSTITUTE,27/06/2018,0.5,0.2, ,13.4,2.0,97,60,0.36,7.55
SCORESBY RESEARCH INSTITUTE,28/06/2018,0.5,0.2, ,10.3,2.3,98,74,0.67,5.29
SCORESBY RESEARCH INSTITUTE,29/06/2018,1.1,0.0, ,12.8,3.7,91,65,3.45,6.88
SCORESBY RESEARCH INSTITUTE,30/06/2018,1.1,2.0, ,13.7,7.8,92,61,2.58,5.45
Totals:,,27,49.4, ,,,,,, 
